,Unnamed: 0,id,adult,release_date,genre_ids,original_title,original_language,title,popularity,vote_count,vote_average,media_type,budget,duration,revenues,spoken_languagess,genre_list,is_terror_comedia,val_count,quantile,Música,Romance,Familia,Bélica,Película de TV,Aventura,Fantasía,Animación,Drama,Terror,Acción,Comedia,Historia,Western,Suspense,Crimen,Ciencia ficción,Misterio,Documental,reciente
4821,4821,765012,False,2020-09-25,27-53,Master Pieces,en,Master Pieces,2.412,2,6.5,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
4822,4822,381032,False,2016-03-12,35-27,Another Evil,en,Another Evil,3.199,37,6.4,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7
4823,4823,94540,False,2012-02-25,14-27-878-10770,Black Forest,en,Black Forest,3.876,28,4.0,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['14', '27', '878', '10770']",0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,11
4824,4824,36837,False,1988-08-17,27,FleshEater,en,La venganza de los zombies vivientes,2.763,31,5.2,movie,0,88,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35
4825,4825,87148,False,1986-07-15,27,Leviatán,es,Leviatán,3.263,31,5.2,movie,0,84,0,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
4826,4826,57236,False,2012-10-30,27,Left for Dead,en,Left for Dead,3.445,12,4.5,movie,200000,78,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
4827,4827,44195,False,2004-03-09,27,Fear of the Dark,en,Fear of the Dark,3.304,49,5.2,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
4828,4828,29416,False,1970-02-01,28-27-878,Horror of the Blood Monsters,en,Monstruos Hambrientos,3.703,29,3.1,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '27', '878']",0,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,53
4829,4829,27300,False,2004-04-17,27-16-35,Hair High,en,Hair High (Tupé),3.584,25,6.7,movie,0,78,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '16', '35']",0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19
4830,4830,560577,False,2019-09-17,27-35,Clownado,en,Clownado,2.535,23,3.8,movie,0,99,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35']",0,312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4
4831,4831,72648,False,1974-05-31,27,Devil Times Five,en,Acoso mortal,5.092,42,5.2,movie,0,88,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
4832,4832,87700,False,1995-05-16,878-27-28,Scanner Cop II,en,Scanners 5: Scanner Cop 2,2.772,23,5.6,movie,4000000,95,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '27', '28']",0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,28
4833,4833,35250,False,2003-10-31,27-9648,The Locals,en,The Locals (Viaje tenebroso),3.533,40,5.9,movie,0,88,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648']",0,162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20
4834,4834,294047,False,2013-09-01,53-27,The Levenger Tapes,en,The Levenger Tapes,2.746,22,4.1,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10
4835,4835,22335,False,2009-07-18,35-27,Smash Cut,en,Smash Cut,3.484,30,4.2,movie,0,82,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14
4836,4836,46113,False,2005-10-05,18-27-53,Bad Reputation,en,Bad Reputation,4.254,14,3.8,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,18
4837,4837,453203,False,2017-04-22,18-27-53,Tilt,en,Tilt,2.539,15,6.0,movie,0,99,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6
4838,4838,568123,False,2018-11-14,28-27-53,Virus of the Dead,en,Virus of the Dead,4.243,5,5.4,movie,0,120,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '27', '53']",1,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5
4839,4839,172002,False,2005-01-01,27-878-53,Alien Abduction,en,Alien Abduction,2.342,17,3.7,movie,600000,96,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '53']",1,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,18
4840,4840,110545,False,2003-12-09,27-28-12-53-878,Dark Waters,en,Muerte en las profundidades,2.722,13,4.7,movie,0,93,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '28', '12', '53', '878']",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,20
4841,4841,76212,False,1997-10-25,35-10751-27-10770,Under Wraps,en,Under Wraps,3.632,60,5.5,movie,0,91,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '10751', '27', '10770']",0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26
4842,4842,20121,False,1974-02-02,10770-878-53-27,Killdozer,en,El Tractor Asesino,2.941,37,5.5,movie,0,74,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['10770', '878', '53', '27']",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49
4843,4843,84107,False,1980-06-13,27-878,The Children,en,Abrazo mortal,4.921,53,5.5,movie,0,93,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43
4844,4844,66881,False,1982-11-01,27-878,Nightbeast,en,Nacido en la noche,3.96,46,4.0,movie,14000,81,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41
4845,4845,36560,False,1991-07-16,878-53-10770-27,Golden Years,en,Golden Years,3.0,39,5.9,movie,0,232,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '53', '10770', '27']",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,32
4846,4846,28363,False,1954-05-19,27-53-9648,The Mad Magician,en,El mago asesino,4.131,35,6.9,movie,0,72,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53', '9648']",1,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,69
4847,4847,844537,False,2021-08-07,53-27,Psycho Storm Chaser,en,Psycho Storm Chaser,2.32,4,5.9,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
4848,4848,359029,False,2015-09-26,53-27,Follow,en,Follow,3.226,13,4.8,movie,0,74,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8
4849,4849,45974,False,1993-10-31,10751-16-10770-12-18-27,The Halloween Tree,en,The Halloween Tree,2.6,34,6.6,movie,0,69,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['10751', '16', '10770', '12', '18', '27']",0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,30
4850,4850,43342,False,1953-09-30,18-27-878,Donovan's Brain,en,El cerebro de Donovan,2.319,31,6.1,movie,0,83,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '878']",0,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,70
4851,4851,39368,False,2008-08-23,53-27,Flu Bird Horror,en,Flu Bird Horror,3.552,24,4.3,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15
4852,4852,42215,False,1979-09-14,27,The Legacy,en,El legado,4.73,55,5.3,movie,2500000,102,11364985,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
4853,4853,27642,False,1966-03-01,878-27,Queen of Blood,en,Planeta sangriento,5.071,33,5.7,movie,65000,81,1730000,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '27']",0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,57
4854,4854,46439,False,1972-11-17,27,Daughters of Satan,en,Daughters of Satan,2.318,29,4.6,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51
4855,4855,989872,False,2023-03-03,27,"Hunt Her, Kill Her",en,"Hunt Her, Kill Her",5.081,3,4.3,movie,0,98,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4856,4856,418912,False,2016-10-01,27,Terrortory,en,Terrortory,2.576,8,5.1,movie,0,92,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
4857,4857,298032,False,2015-02-24,80-53-28-27,VANish,en,VANish,4.534,40,4.9,movie,0,79,0,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","['80', '53', '28', '27']",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,8
4858,4858,256511,False,2014-01-14,53-27-9648,Cut!,en,Cut!,3.163,11,4.8,movie,0,101,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27', '9648']",1,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,9
4859,4859,706857,False,2019-12-07,18-27-53,Bad Impulse,en,Bad Impulse,3.663,19,5.1,movie,0,99,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '53']",1,153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4
4860,4860,330993,False,2014-09-12,27,Disciples,en,Disciples,2.604,9,4.2,movie,0,90,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
4861,4861,663706,False,2020-02-11,27,Cupid,en,Cupid,3.013,14,3.6,movie,0,83,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
4862,4862,566849,False,2018-10-03,27,Bride of Scarecrow,en,Bride of Scarecrow,2.848,17,5.6,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
4863,4863,74807,False,2002-09-03,27-53,Cubbyhouse,en,Cubbyhouse (La cabaña),3.589,17,3.4,movie,0,89,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21
4864,4864,30875,False,1984-07-27,27,Manhattan Baby,it,Manhattan Baby,3.278,65,4.9,movie,300000,89,0,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
4865,4865,9608,False,1999-10-23,14-27-9648,The Legend of Sleepy Hollow,en,La leyenda de Sleepy Hollow,2.528,15,5.3,movie,0,105,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['14', '27', '9648']",0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,24
4866,4866,53994,False,2003-01-04,28-27-878-53,Dragon Fighter,en,La amenaza del dragon,3.618,18,3.6,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '27', '878', '53']",1,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,20
4867,4867,62904,False,2011-04-12,27,Mask Maker,en,Mask Maker,3.86,26,5.2,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
4868,4868,28933,False,2001-09-25,27,The Brotherhood,en,La hermandad,3.788,32,4.7,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
4869,4869,47410,False,1982-05-28,80-12-53-27-28,Trapped,en,Atrapado,2.307,24,5.2,movie,2000000,95,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['80', '12', '53', '27', '28']",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,41
4870,4870,139753,False,1931-07-24,35-16-10402-27,Bimbo's Initiation,en,Bimbo's Initiation,3.648,69,7.1,movie,0,6,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '16', '10402', '27']",0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,92
4871,4871,42870,False,1994-01-01,27-878,Plankton,it,Plankton,4.027,40,4.4,movie,250000,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29
4872,4872,1086321,False,2023-04-11,27,The Innsmouth School for Girls,en,The Innsmouth School for Girls,5.379,0,0.0,movie,0,0,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4873,4873,977866,False,2023-01-24,27-53,The Ghosts of Monday,en,The Ghosts of Monday,5.376,3,3.3,movie,0,80,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4874,4874,550678,False,2020-03-03,27-53,I Am Fear,en,I Am Fear,3.922,11,5.0,movie,0,87,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
4875,4875,159109,False,2013-01-21,18-27-9648,The Rambler,en,The Rambler,3.45,29,5.0,movie,0,97,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '9648']",0,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10
4876,4876,214714,False,2007-04-05,35-27,Don't,en,Don't,2.877,60,7.1,movie,0,2,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,16
4877,4877,673378,False,2020-02-11,18-27-9648,Spirits in the Dark,en,Spirits in the Dark,3.27,6,5.0,movie,0,70,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['18', '27', '9648']",0,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3
4878,4878,407628,False,2016-07-25,28-27-878,Dam Sharks!,en,Dam Sharks!,3.181,20,5.3,movie,0,79,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '27', '878']",0,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,7
4879,4879,29347,False,1958-07-03,27-878,Fiend Without a Face,en,Monstruo sin rostro,3.836,67,6.0,movie,0,74,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878']",0,378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,65
4880,4880,48350,False,1974-01-01,27,Psychomania,en,Psicomania,4.815,58,5.8,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
4881,4881,47678,False,1974-03-20,27,The Killing Kind,en,The Killing Kind,3.045,24,5.9,movie,0,95,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49
4882,4882,763672,False,2020-12-19,10770-27-35,Letters to Satan Claus,en,Cartas a Satán Claus,4.076,16,5.4,movie,0,87,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['10770', '27', '35']",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
4883,4883,73303,False,1997-12-16,35-878-27,The Creeps,en,La Rebelión De Los Monstruos,2.295,11,4.9,movie,0,80,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","['35', '878', '27']",0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,26
4884,4884,402516,False,2016-08-01,27-53,Sharkenstein,en,Sharkenstein,4.409,36,3.1,movie,0,75,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
4885,4885,790894,False,2021-02-12,9648-53-27,Paradise Cove,en,Paradise Cove,4.676,11,4.5,movie,0,103,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['9648', '53', '27']",1,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2
4886,4886,66664,False,2018-05-04,28-878-27,Shocking Dark,it,Terminator 2 (Shocking Dark),5.347,40,4.8,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['28', '878', '27']",0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5
4887,4887,22530,False,2009-04-07,27,Bled,en,Bled,2.715,13,3.8,movie,0,95,0,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
4888,4888,992846,False,2023-03-31,27-878-35,Capsules,en,Capsules,3.094,0,0.0,movie,0,70,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '878', '35']",0,18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4889,4889,564568,False,2018-01-05,27,Doses of Horror,en,Doses of Horror,2.291,3,5.7,movie,0,100,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
4890,4890,214256,False,2015-10-31,27-9648-53,AfterDeath,en,Después de la muerte,3.799,49,4.3,movie,0,88,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '53']",1,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,8
4891,4891,47488,False,2004-06-26,27,Hellbent,en,Hellbent,3.404,36,5.5,movie,0,85,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
4892,4892,472591,False,2017-10-20,27-9648-878,Cold Ground,en,Cold Ground,3.081,50,5.6,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '878']",0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,6
4893,4893,321455,False,2014-10-29,878-28-14-27,Holocaust Cannibal,en,Holocaust Cannibal,4.607,1,2.0,movie,0,96,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['878', '28', '14', '27']",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,9
4894,4894,735580,False,2020-09-15,27-53,The Last Laugh,en,The Last Laugh,5.341,17,5.1,movie,0,82,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53']",1,1068,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
4895,4895,34078,False,1958-01-01,53-27,The Screaming Skull,en,The Screaming Skull,3.423,45,3.8,movie,0,68,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '27']",1,307,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,65
4896,4896,321039,False,2015-06-16,27-53-878,The Phoenix Incident,en,The Phoenix Incident,4.297,49,5.1,movie,1300000,81,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53', '878']",1,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8
4897,4897,392703,False,2016-04-17,27-53-10770,House of Darkness,en,La Casa de la Oscuridad,2.588,17,6.6,movie,2000000,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '53', '10770']",1,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7
4898,4898,616844,False,2019-09-06,27-10770,Pure,en,Pure,4.845,42,5.5,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '10770']",0,65,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
4899,4899,74016,False,2010-05-25,27-35,Someone's Knocking at the Door,en,Someone's Knocking at the Door,4.164,28,4.5,movie,820000,80,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35']",0,312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13
4900,4900,27070,False,1989-04-05,35-27,Chopper Chicks in Zombietown,en,Corazones cromados,3.671,20,4.3,movie,0,86,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['35', '27']",0,435,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34
4901,4901,16207,False,2008-07-22,27-9648-53,Dark Honeymoon,en,Dark Honeymoon,2.843,9,4.0,movie,0,0,0,,"['27', '9648', '53']",1,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,15
4902,4902,447383,False,2018-11-29,27,Don't Look,en,Don't Look,2.66,11,3.4,movie,0,71,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
4903,4903,25974,False,2006-11-05,28-27-18,Moscow Zero,en,Moscow Zero,3.853,26,3.6,movie,10000000,82,62500,"{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}","['28', '27', '18']",0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,17
4904,4904,895814,False,2022-01-04,27,Deadware,en,Deadware,2.311,15,4.7,movie,10000,68,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4905,4905,40955,False,1978-03-20,27-9648-53-878,Blue Sunshine,en,Claro de luna,3.871,35,5.7,movie,550000,94,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '9648', '53', '878']",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,45
4906,4906,36754,False,1958-09-17,53-80-27,The Snorkel,en,La máscara submarina,2.572,25,7.1,movie,0,90,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['53', '80', '27']",1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,65
4907,4907,157422,False,2015-10-16,27,The Wicked Within,en,The Wicked Within,2.946,29,4.6,movie,0,91,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
4908,4908,27467,False,2008-07-25,27,Blood Scarab,en,Blood Scarab,3.522,15,4.0,movie,0,81,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
4909,4909,80279,False,2013-10-14,28-27-53,El callejón,es,El callejón,3.193,29,5.2,movie,0,76,0,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","['28', '27', '53']",1,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,10
4910,4910,461649,False,2018-03-02,27-14-9648,परी,hi,परी,4.219,38,6.7,movie,2600000,135,6000000,"{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}","['27', '14', '9648']",0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5
4911,4911,109565,False,1993-03-24,27,Catacombs,en,Catacombs,4.04,24,5.3,movie,0,84,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",['27'],0,2571,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
4912,4912,399196,False,2011-02-15,27-35,Lady Chatterley's Ghost,en,Lady Chatterley's Ghost,4.913,3,3.7,movie,500000,81,0,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","['27', '35']",0,312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12
